date,sku,category,region,channel,units,list_price_usd,discount_pct,net_revenue_usd
2026-07-21,NOVA-CPT-01,computing,North,online,1,999.99,0.0546,945.39
2026-07-21,NOVA-CPT-01,computing,South,online,1,999.99,0.045,954.99
2026-07-21,NOVA-CPT-01,computing,East,online,1,999.99,0.0498,950.19
2026-07-21,NOVA-CPT-01,computing,East,marketplace,1,999.99,0.0481,951.89
2026-07-21,NOVA-CPT-01,computing,West,online,1,999.99,0.0598,940.19
2026-07-21,NOVA-CPT-02,computing,North,online,2,399.99,0.0533,757.34
2026-07-21,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0585,376.59
2026-07-21,NOVA-CPT-02,computing,South,online,1,399.99,0.0533,378.67
2026-07-21,NOVA-CPT-02,computing,South,marketplace,1,399.99,0.0427,382.91
2026-07-21,NOVA-CPT-02,computing,East,online,2,399.99,0.0458,763.34
2026-07-21,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0556,377.75
2026-07-21,NOVA-CPT-02,computing,West,online,1,399.99,0.0486,380.55
2026-07-21,NOVA-WBL-01,wearables,North,online,2,299.99,0.0473,571.6
2026-07-21,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.0573,282.8
2026-07-21,NOVA-WBL-01,wearables,South,online,2,299.99,0.0512,569.26
2026-07-21,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0579,282.62
2026-07-21,NOVA-WBL-01,wearables,East,online,2,299.99,0.0525,568.48
2026-07-21,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0476,285.71
2026-07-21,NOVA-WBL-01,wearables,West,online,2,299.99,0.0519,568.84
2026-07-21,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0454,286.37
2026-07-21,NOVA-WBL-02,wearables,North,online,5,79.99,0.0602,375.87
2026-07-21,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0618,150.09
2026-07-21,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.1114,71.08
2026-07-21,NOVA-WBL-02,wearables,South,online,3,79.99,0.0563,226.46
2026-07-21,NOVA-WBL-02,wearables,South,marketplace,1,79.99,0.0482,76.13
2026-07-21,NOVA-WBL-02,wearables,East,online,5,79.99,0.0612,375.47
2026-07-21,NOVA-WBL-02,wearables,East,marketplace,2,79.99,0.0514,151.76
2026-07-21,NOVA-WBL-02,wearables,East,b2b,1,79.99,0.0954,72.36
2026-07-21,NOVA-WBL-02,wearables,West,online,3,79.99,0.0459,228.96
2026-07-21,NOVA-WBL-02,wearables,West,marketplace,1,79.99,0.0605,75.15
2026-07-21,NOVA-ACC-01,accessories,North,online,9,29.99,0.0488,256.74
2026-07-21,NOVA-ACC-01,accessories,North,marketplace,5,29.99,0.0515,142.23
2026-07-21,NOVA-ACC-01,accessories,North,b2b,2,29.99,0.1058,53.63
2026-07-21,NOVA-ACC-01,accessories,South,online,6,29.99,0.0465,171.57
2026-07-21,NOVA-ACC-01,accessories,South,marketplace,4,29.99,0.058,113.0
2026-07-21,NOVA-ACC-01,accessories,South,b2b,1,29.99,0.1082,26.75
2026-07-21,NOVA-ACC-01,accessories,East,online,8,29.99,0.0529,227.23
2026-07-21,NOVA-ACC-01,accessories,East,marketplace,4,29.99,0.0432,114.78
2026-07-21,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.0924,54.44
2026-07-21,NOVA-ACC-01,accessories,West,online,7,29.99,0.0541,198.57
2026-07-21,NOVA-ACC-01,accessories,West,marketplace,3,29.99,0.0474,85.71
2026-07-21,NOVA-ACC-01,accessories,West,b2b,1,29.99,0.1018,26.94
2026-07-21,NOVA-ACC-02,accessories,North,online,6,49.99,0.056,283.14
2026-07-21,NOVA-ACC-02,accessories,North,marketplace,2,49.99,0.0525,94.73
2026-07-21,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.1005,44.97
2026-07-21,NOVA-ACC-02,accessories,South,online,5,49.99,0.0621,234.43
2026-07-21,NOVA-ACC-02,accessories,South,marketplace,2,49.99,0.0519,94.79
2026-07-21,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.1001,44.99
2026-07-21,NOVA-ACC-02,accessories,East,online,6,49.99,0.0618,281.4
2026-07-21,NOVA-ACC-02,accessories,East,marketplace,3,49.99,0.0522,142.14
2026-07-21,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.1017,44.91
2026-07-21,NOVA-ACC-02,accessories,West,online,5,49.99,0.0602,234.9
2026-07-21,NOVA-ACC-02,accessories,West,marketplace,3,49.99,0.0514,142.26
2026-07-21,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.0957,45.21
2026-07-21,NOVA-AUD-X1,audio,North,online,1,119.99,0.0496,114.04
2026-07-21,NOVA-AUD-X1,audio,East,online,1,119.99,0.0574,113.1
2026-07-21,NOVA-AUD-X1,audio,West,online,1,119.99,0.0497,114.03
2026-07-22,NOVA-AUD-01,audio,North,online,4,149.99,0.0576,565.4
2026-07-22,NOVA-AUD-01,audio,North,marketplace,2,149.99,0.0528,284.14
2026-07-22,NOVA-AUD-01,audio,North,b2b,1,149.99,0.0932,136.01
2026-07-22,NOVA-AUD-01,audio,South,online,3,149.99,0.0582,423.78
2026-07-22,NOVA-AUD-01,audio,South,marketplace,2,149.99,0.0562,283.12
2026-07-22,NOVA-AUD-01,audio,East,online,4,149.99,0.056,566.36
2026-07-22,NOVA-AUD-01,audio,East,marketplace,2,149.99,0.0522,284.32
2026-07-22,NOVA-AUD-01,audio,East,b2b,1,149.99,0.1119,133.21
2026-07-22,NOVA-AUD-01,audio,West,online,3,149.99,0.0566,424.5
2026-07-22,NOVA-AUD-01,audio,West,marketplace,2,149.99,0.0467,285.97
2026-07-22,NOVA-AUD-02,audio,North,online,4,89.99,0.057,339.44
2026-07-22,NOVA-AUD-02,audio,North,marketplace,3,89.99,0.0471,257.25
2026-07-22,NOVA-AUD-02,audio,North,b2b,1,89.99,0.1116,79.95
2026-07-22,NOVA-AUD-02,audio,South,online,3,89.99,0.0545,255.26
2026-07-22,NOVA-AUD-02,audio,South,marketplace,1,89.99,0.0622,84.39
2026-07-22,NOVA-AUD-02,audio,South,b2b,1,89.99,0.1009,80.91
2026-07-22,NOVA-AUD-02,audio,East,online,4,89.99,0.0475,342.86
2026-07-22,NOVA-AUD-02,audio,East,marketplace,3,89.99,0.0438,258.15
2026-07-22,NOVA-AUD-02,audio,East,b2b,1,89.99,0.1056,80.49
2026-07-22,NOVA-AUD-02,audio,West,online,4,89.99,0.0509,341.64
2026-07-22,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.0474,171.45
2026-07-22,NOVA-MOB-01,mobile,North,online,2,699.99,0.047,1334.18
2026-07-22,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0615,656.94
2026-07-22,NOVA-MOB-01,mobile,South,online,1,699.99,0.0566,660.37
2026-07-22,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.0441,669.12
2026-07-22,NOVA-MOB-01,mobile,East,online,3,699.99,0.0623,1969.14
2026-07-22,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0599,658.06
2026-07-22,NOVA-MOB-01,mobile,West,online,2,699.99,0.0612,1314.3
2026-07-22,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0471,667.02
2026-07-22,NOVA-MOB-02,mobile,North,online,3,449.99,0.0608,1267.89
2026-07-22,NOVA-MOB-02,mobile,North,marketplace,1,449.99,0.0616,422.27
2026-07-22,NOVA-MOB-02,mobile,South,online,2,449.99,0.0629,843.37
2026-07-22,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0551,425.2
2026-07-22,NOVA-MOB-02,mobile,East,online,2,449.99,0.0614,844.72
2026-07-22,NOVA-MOB-02,mobile,East,marketplace,2,449.99,0.0583,847.51
2026-07-22,NOVA-MOB-02,mobile,West,online,2,449.99,0.0539,851.47
2026-07-22,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0524,426.41
2026-07-22,NOVA-CPT-01,computing,North,online,1,999.99,0.0533,946.69
2026-07-22,NOVA-CPT-01,computing,North,marketplace,1,999.99,0.0584,941.59
2026-07-22,NOVA-CPT-01,computing,South,online,1,999.99,0.0569,943.09
2026-07-22,NOVA-CPT-01,computing,East,online,1,999.99,0.0616,938.39
2026-07-22,NOVA-CPT-01,computing,West,online,1,999.99,0.0594,940.59
2026-07-22,NOVA-CPT-02,computing,North,online,1,399.99,0.0479,380.83
2026-07-22,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0595,376.19
2026-07-22,NOVA-CPT-02,computing,South,online,1,399.99,0.0532,378.71
2026-07-22,NOVA-CPT-02,computing,East,online,2,399.99,0.0461,763.1
2026-07-22,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0582,376.71
2026-07-22,NOVA-CPT-02,computing,West,online,1,399.99,0.0502,379.91
2026-07-22,NOVA-CPT-02,computing,West,marketplace,1,399.99,0.0569,377.23
2026-07-22,NOVA-WBL-01,wearables,North,online,3,299.99,0.0535,851.82
2026-07-22,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.0555,283.34
2026-07-22,NOVA-WBL-01,wearables,South,online,2,299.99,0.0501,569.92
2026-07-22,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0447,286.58
2026-07-22,NOVA-WBL-01,wearables,East,online,3,299.99,0.0503,854.7
2026-07-22,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0461,286.16
2026-07-22,NOVA-WBL-01,wearables,West,online,2,299.99,0.0607,563.56
2026-07-22,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0495,285.14
2026-07-22,NOVA-WBL-02,wearables,North,online,3,79.99,0.0628,224.9
2026-07-22,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0431,153.08
2026-07-22,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.1084,71.32
2026-07-22,NOVA-WBL-02,wearables,South,online,3,79.99,0.0604,225.48
2026-07-22,NOVA-WBL-02,wearables,South,marketplace,1,79.99,0.0616,75.06
2026-07-22,NOVA-WBL-02,wearables,South,b2b,1,79.99,0.1001,71.98
2026-07-22,NOVA-WBL-02,wearables,East,online,3,79.99,0.0601,225.55
2026-07-22,NOVA-WBL-02,wearables,East,marketplace,2,79.99,0.053,151.5
2026-07-22,NOVA-WBL-02,wearables,East,b2b,1,79.99,0.1109,71.12
2026-07-22,NOVA-WBL-02,wearables,West,online,3,79.99,0.0611,225.31
2026-07-22,NOVA-WBL-02,wearables,West,marketplace,2,79.99,0.049,152.14
2026-07-22,NOVA-WBL-02,wearables,West,b2b,1,79.99,0.1012,71.9
2026-07-22,NOVA-ACC-01,accessories,North,online,8,29.99,0.06,225.52
2026-07-22,NOVA-ACC-01,accessories,North,marketplace,4,29.99,0.0512,113.82
2026-07-22,NOVA-ACC-01,accessories,North,b2b,2,29.99,0.0994,54.02
2026-07-22,NOVA-ACC-01,accessories,South,online,6,29.99,0.046,171.66
2026-07-22,NOVA-ACC-01,accessories,South,marketplace,3,29.99,0.0451,85.91
2026-07-22,NOVA-ACC-01,accessories,South,b2b,1,29.99,0.1123,26.62
2026-07-22,NOVA-ACC-01,accessories,East,online,9,29.99,0.062,253.18
2026-07-22,NOVA-ACC-01,accessories,East,marketplace,4,29.99,0.044,114.68
2026-07-22,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.1117,53.28
2026-07-22,NOVA-ACC-01,accessories,West,online,6,29.99,0.0511,170.75
2026-07-22,NOVA-ACC-01,accessories,West,marketplace,3,29.99,0.0617,84.42
2026-07-22,NOVA-ACC-01,accessories,West,b2b,1,29.99,0.0935,27.19
2026-07-22,NOVA-ACC-02,accessories,North,online,6,49.99,0.0539,283.77
2026-07-22,NOVA-ACC-02,accessories,North,marketplace,3,49.99,0.0494,142.56
2026-07-22,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.093,45.34
2026-07-22,NOVA-ACC-02,accessories,South,online,5,49.99,0.0541,236.43
2026-07-22,NOVA-ACC-02,accessories,South,marketplace,2,49.99,0.0514,94.84
2026-07-22,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.1091,44.54
2026-07-22,NOVA-ACC-02,accessories,East,online,5,49.99,0.053,236.7
2026-07-22,NOVA-ACC-02,accessories,East,marketplace,2,49.99,0.0472,95.26
2026-07-22,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.1084,44.57
2026-07-22,NOVA-ACC-02,accessories,West,online,5,49.99,0.0515,237.08
2026-07-22,NOVA-ACC-02,accessories,West,marketplace,2,49.99,0.0507,94.91
2026-07-22,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.1008,44.95
2026-07-22,NOVA-AUD-X1,audio,North,online,1,119.99,0.0617,112.59
2026-07-22,NOVA-AUD-X1,audio,East,online,1,119.99,0.0621,112.54
2026-07-23,NOVA-AUD-01,audio,North,online,4,149.99,0.0472,571.64
2026-07-23,NOVA-AUD-01,audio,North,marketplace,1,149.99,0.0622,140.66
2026-07-23,NOVA-AUD-01,audio,North,b2b,1,149.99,0.0974,135.38
2026-07-23,NOVA-AUD-01,audio,South,online,3,149.99,0.0479,428.42
2026-07-23,NOVA-AUD-01,audio,South,marketplace,2,149.99,0.0537,283.87
2026-07-23,NOVA-AUD-01,audio,East,online,3,149.99,0.0502,427.38
2026-07-23,NOVA-AUD-01,audio,East,marketplace,1,149.99,0.0558,141.62
2026-07-23,NOVA-AUD-01,audio,West,online,4,149.99,0.0438,573.68
2026-07-23,NOVA-AUD-01,audio,West,marketplace,1,149.99,0.0588,141.17
2026-07-23,NOVA-AUD-02,audio,North,online,5,89.99,0.0619,422.1
2026-07-23,NOVA-AUD-02,audio,North,marketplace,2,89.99,0.047,171.52
2026-07-23,NOVA-AUD-02,audio,North,b2b,1,89.99,0.1009,80.91
2026-07-23,NOVA-AUD-02,audio,South,online,4,89.99,0.0528,340.95
2026-07-23,NOVA-AUD-02,audio,South,marketplace,2,89.99,0.0519,170.64
2026-07-23,NOVA-AUD-02,audio,East,online,5,89.99,0.0586,423.58
2026-07-23,NOVA-AUD-02,audio,East,marketplace,2,89.99,0.046,171.7
2026-07-23,NOVA-AUD-02,audio,East,b2b,1,89.99,0.1025,80.77
2026-07-23,NOVA-AUD-02,audio,West,online,3,89.99,0.0633,252.88
2026-07-23,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.0525,170.53
2026-07-23,NOVA-AUD-02,audio,West,b2b,1,89.99,0.1026,80.76
2026-07-23,NOVA-MOB-01,mobile,North,online,2,699.99,0.0508,1328.86
2026-07-23,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0497,665.2
2026-07-23,NOVA-MOB-01,mobile,South,online,2,699.99,0.0507,1329.0
2026-07-23,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.051,664.29
2026-07-23,NOVA-MOB-01,mobile,East,online,2,699.99,0.0564,1321.02
2026-07-23,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0629,655.96
2026-07-23,NOVA-MOB-01,mobile,West,online,2,699.99,0.0558,1321.86
2026-07-23,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0621,656.52
2026-07-23,NOVA-MOB-02,mobile,North,online,3,449.99,0.0474,1285.98
2026-07-23,NOVA-MOB-02,mobile,North,marketplace,1,449.99,0.0533,426.01
2026-07-23,NOVA-MOB-02,mobile,South,online,2,449.99,0.0566,849.04
2026-07-23,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0482,428.3
2026-07-23,NOVA-MOB-02,mobile,East,online,3,449.99,0.0511,1280.99
2026-07-23,NOVA-MOB-02,mobile,East,marketplace,2,449.99,0.0452,859.3
2026-07-23,NOVA-MOB-02,mobile,East,b2b,1,449.99,0.1062,402.2
2026-07-23,NOVA-MOB-02,mobile,West,online,3,449.99,0.0589,1270.46
2026-07-23,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0531,426.1
2026-07-23,NOVA-CPT-01,computing,North,online,1,999.99,0.0571,942.89
2026-07-23,NOVA-CPT-01,computing,North,marketplace,1,999.99,0.0482,951.79
2026-07-23,NOVA-CPT-01,computing,South,online,1,999.99,0.0446,955.39
2026-07-23,NOVA-CPT-01,computing,East,online,1,999.99,0.044,955.99
2026-07-23,NOVA-CPT-01,computing,West,online,1,999.99,0.0513,948.69
2026-07-23,NOVA-CPT-02,computing,North,online,2,399.99,0.0551,755.9
2026-07-23,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0493,380.27
2026-07-23,NOVA-CPT-02,computing,South,online,1,399.99,0.0463,381.47
2026-07-23,NOVA-CPT-02,computing,South,marketplace,1,399.99,0.0611,375.55
2026-07-23,NOVA-CPT-02,computing,East,online,1,399.99,0.056,377.59
2026-07-23,NOVA-CPT-02,computing,East,marketplace,1,399.99,0.0614,375.43
2026-07-23,NOVA-CPT-02,computing,West,online,2,399.99,0.0519,758.46
2026-07-23,NOVA-WBL-01,wearables,North,online,3,299.99,0.0613,844.8
2026-07-23,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.0626,281.21
2026-07-23,NOVA-WBL-01,wearables,South,online,2,299.99,0.0555,566.68
2026-07-23,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0552,283.43
2026-07-23,NOVA-WBL-01,wearables,East,online,2,299.99,0.0475,571.48
2026-07-23,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0556,283.31
2026-07-23,NOVA-WBL-01,wearables,West,online,2,299.99,0.055,566.98
2026-07-23,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0503,284.9
2026-07-23,NOVA-WBL-02,wearables,North,online,4,79.99,0.0548,302.43
2026-07-23,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0595,150.46
2026-07-23,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.1031,71.74
2026-07-23,NOVA-WBL-02,wearables,South,online,4,79.99,0.0487,304.38
2026-07-23,NOVA-WBL-02,wearables,South,marketplace,2,79.99,0.0531,151.49
2026-07-23,NOVA-WBL-02,wearables,East,online,4,79.99,0.0541,302.65
2026-07-23,NOVA-WBL-02,wearables,East,marketplace,2,79.99,0.0525,151.58
2026-07-23,NOVA-WBL-02,wearables,East,b2b,1,79.99,0.0943,72.45
2026-07-23,NOVA-WBL-02,wearables,West,online,3,79.99,0.0551,226.75
2026-07-23,NOVA-WBL-02,wearables,West,marketplace,2,79.99,0.06,150.38
2026-07-23,NOVA-WBL-02,wearables,West,b2b,1,79.99,0.1133,70.93
2026-07-23,NOVA-ACC-01,accessories,North,online,9,29.99,0.0588,254.04
2026-07-23,NOVA-ACC-01,accessories,North,marketplace,4,29.99,0.0496,114.01
2026-07-23,NOVA-ACC-01,accessories,North,b2b,2,29.99,0.107,53.56
2026-07-23,NOVA-ACC-01,accessories,South,online,6,29.99,0.0466,171.55
2026-07-23,NOVA-ACC-01,accessories,South,marketplace,3,29.99,0.0627,84.33
2026-07-23,NOVA-ACC-01,accessories,South,b2b,2,29.99,0.1083,53.48
2026-07-23,NOVA-ACC-01,accessories,East,online,9,29.99,0.0586,254.09
2026-07-23,NOVA-ACC-01,accessories,East,marketplace,4,29.99,0.0441,114.67
2026-07-23,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.0984,54.08
2026-07-23,NOVA-ACC-01,accessories,West,online,5,29.99,0.0627,140.55
2026-07-23,NOVA-ACC-01,accessories,West,marketplace,3,29.99,0.0467,85.77
2026-07-23,NOVA-ACC-01,accessories,West,b2b,1,29.99,0.1007,26.97
2026-07-23,NOVA-ACC-02,accessories,North,online,5,49.99,0.0441,238.93
2026-07-23,NOVA-ACC-02,accessories,North,marketplace,3,49.99,0.0572,141.39
2026-07-23,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.1023,44.88
2026-07-23,NOVA-ACC-02,accessories,South,online,4,49.99,0.0529,189.38
2026-07-23,NOVA-ACC-02,accessories,South,marketplace,2,49.99,0.0554,94.44
2026-07-23,NOVA-ACC-02,accessories,South,b2b,1,49.99,0.1129,44.35
2026-07-23,NOVA-ACC-02,accessories,East,online,6,49.99,0.0526,284.16
2026-07-23,NOVA-ACC-02,accessories,East,marketplace,2,49.99,0.0565,94.33
2026-07-23,NOVA-ACC-02,accessories,East,b2b,1,49.99,0.1081,44.59
2026-07-23,NOVA-ACC-02,accessories,West,online,5,49.99,0.0607,234.78
2026-07-23,NOVA-ACC-02,accessories,West,marketplace,2,49.99,0.0572,94.26
2026-07-23,NOVA-ACC-02,accessories,West,b2b,1,49.99,0.1072,44.63
2026-07-23,NOVA-AUD-X1,audio,North,online,1,119.99,0.0536,113.56
2026-07-23,NOVA-AUD-X1,audio,South,online,1,119.99,0.0599,112.8
2026-07-23,NOVA-AUD-X1,audio,East,online,1,119.99,0.0563,113.23
2026-07-23,NOVA-AUD-X1,audio,West,online,1,119.99,0.0627,112.47
2026-07-24,NOVA-AUD-01,audio,North,online,4,149.99,0.045,572.96
2026-07-24,NOVA-AUD-01,audio,North,marketplace,1,149.99,0.0483,142.75
2026-07-24,NOVA-AUD-01,audio,South,online,3,149.99,0.0535,425.9
2026-07-24,NOVA-AUD-01,audio,South,marketplace,1,149.99,0.0471,142.93
2026-07-24,NOVA-AUD-01,audio,East,online,3,149.99,0.0493,427.79
2026-07-24,NOVA-AUD-01,audio,East,marketplace,2,149.99,0.0451,286.45
2026-07-24,NOVA-AUD-01,audio,East,b2b,1,149.99,0.1042,134.36
2026-07-24,NOVA-AUD-01,audio,West,online,4,149.99,0.0632,562.04
2026-07-24,NOVA-AUD-01,audio,West,marketplace,1,149.99,0.0559,141.61
2026-07-24,NOVA-AUD-01,audio,West,b2b,1,149.99,0.1099,133.51
2026-07-24,NOVA-AUD-02,audio,North,online,4,89.99,0.0641,336.89
2026-07-24,NOVA-AUD-02,audio,North,marketplace,3,89.99,0.0479,257.04
2026-07-24,NOVA-AUD-02,audio,North,b2b,1,89.99,0.104,80.63
2026-07-24,NOVA-AUD-02,audio,South,online,4,89.99,0.0446,343.91
2026-07-24,NOVA-AUD-02,audio,South,marketplace,2,89.99,0.0583,169.49
2026-07-24,NOVA-AUD-02,audio,South,b2b,1,89.99,0.1111,79.99
2026-07-24,NOVA-AUD-02,audio,East,online,5,89.99,0.0551,425.16
2026-07-24,NOVA-AUD-02,audio,East,marketplace,2,89.99,0.0557,169.96
2026-07-24,NOVA-AUD-02,audio,East,b2b,1,89.99,0.1045,80.59
2026-07-24,NOVA-AUD-02,audio,West,online,5,89.99,0.053,426.1
2026-07-24,NOVA-AUD-02,audio,West,marketplace,2,89.99,0.0548,170.12
2026-07-24,NOVA-AUD-02,audio,West,b2b,1,89.99,0.1034,80.69
2026-07-24,NOVA-MOB-01,mobile,North,online,2,699.99,0.0524,1326.62
2026-07-24,NOVA-MOB-01,mobile,North,marketplace,1,699.99,0.0528,663.03
2026-07-24,NOVA-MOB-01,mobile,South,online,2,699.99,0.0519,1327.32
2026-07-24,NOVA-MOB-01,mobile,South,marketplace,1,699.99,0.0558,660.93
2026-07-24,NOVA-MOB-01,mobile,East,online,2,699.99,0.0628,1312.06
2026-07-24,NOVA-MOB-01,mobile,East,marketplace,1,699.99,0.0503,664.78
2026-07-24,NOVA-MOB-01,mobile,West,online,2,699.99,0.0594,1316.82
2026-07-24,NOVA-MOB-01,mobile,West,marketplace,1,699.99,0.0623,656.38
2026-07-24,NOVA-MOB-02,mobile,North,online,3,449.99,0.0516,1280.31
2026-07-24,NOVA-MOB-02,mobile,North,marketplace,1,449.99,0.0453,429.61
2026-07-24,NOVA-MOB-02,mobile,South,online,2,449.99,0.0595,846.43
2026-07-24,NOVA-MOB-02,mobile,South,marketplace,1,449.99,0.0592,423.35
2026-07-24,NOVA-MOB-02,mobile,East,online,2,449.99,0.0553,850.21
2026-07-24,NOVA-MOB-02,mobile,East,marketplace,1,449.99,0.051,427.04
2026-07-24,NOVA-MOB-02,mobile,West,online,2,449.99,0.0542,851.2
2026-07-24,NOVA-MOB-02,mobile,West,marketplace,1,449.99,0.0517,426.73
2026-07-24,NOVA-CPT-01,computing,North,online,1,999.99,0.055,944.99
2026-07-24,NOVA-CPT-01,computing,South,online,1,999.99,0.0502,949.79
2026-07-24,NOVA-CPT-01,computing,East,online,1,999.99,0.0632,936.79
2026-07-24,NOVA-CPT-01,computing,West,online,1,999.99,0.0448,955.19
2026-07-24,NOVA-CPT-02,computing,North,online,2,399.99,0.0468,762.54
2026-07-24,NOVA-CPT-02,computing,North,marketplace,1,399.99,0.0518,379.27
2026-07-24,NOVA-CPT-02,computing,South,online,1,399.99,0.0491,380.35
2026-07-24,NOVA-CPT-02,computing,East,online,2,399.99,0.0576,753.9
2026-07-24,NOVA-CPT-02,computing,West,online,2,399.99,0.0512,759.02
2026-07-24,NOVA-WBL-01,wearables,North,online,3,299.99,0.0473,857.4
2026-07-24,NOVA-WBL-01,wearables,North,marketplace,1,299.99,0.045,286.49
2026-07-24,NOVA-WBL-01,wearables,South,online,2,299.99,0.0581,565.12
2026-07-24,NOVA-WBL-01,wearables,South,marketplace,1,299.99,0.0522,284.33
2026-07-24,NOVA-WBL-01,wearables,East,online,2,299.99,0.0493,570.4
2026-07-24,NOVA-WBL-01,wearables,East,marketplace,1,299.99,0.0515,284.54
2026-07-24,NOVA-WBL-01,wearables,West,online,2,299.99,0.061,563.38
2026-07-24,NOVA-WBL-01,wearables,West,marketplace,1,299.99,0.0629,281.12
2026-07-24,NOVA-WBL-02,wearables,North,online,4,79.99,0.0487,304.38
2026-07-24,NOVA-WBL-02,wearables,North,marketplace,2,79.99,0.0504,151.92
2026-07-24,NOVA-WBL-02,wearables,North,b2b,1,79.99,0.0978,72.17
2026-07-24,NOVA-WBL-02,wearables,South,online,3,79.99,0.0599,225.6
2026-07-24,NOVA-WBL-02,wearables,South,marketplace,2,79.99,0.0464,152.56
2026-07-24,NOVA-WBL-02,wearables,East,online,4,79.99,0.0492,304.22
2026-07-24,NOVA-WBL-02,wearables,East,marketplace,1,79.99,0.0598,75.21
2026-07-24,NOVA-WBL-02,wearables,East,b2b,1,79.99,0.1074,71.4
2026-07-24,NOVA-WBL-02,wearables,West,online,3,79.99,0.0499,228.0
2026-07-24,NOVA-WBL-02,wearables,West,marketplace,2,79.99,0.0602,150.35
2026-07-24,NOVA-WBL-02,wearables,West,b2b,1,79.99,0.1087,71.3
2026-07-24,NOVA-ACC-01,accessories,North,online,7,29.99,0.0495,199.54
2026-07-24,NOVA-ACC-01,accessories,North,marketplace,4,29.99,0.0599,112.77
2026-07-24,NOVA-ACC-01,accessories,North,b2b,2,29.99,0.0997,54.0
2026-07-24,NOVA-ACC-01,accessories,South,online,5,29.99,0.0626,140.56
2026-07-24,NOVA-ACC-01,accessories,South,marketplace,3,29.99,0.0449,85.93
2026-07-24,NOVA-ACC-01,accessories,South,b2b,1,29.99,0.112,26.63
2026-07-24,NOVA-ACC-01,accessories,East,online,8,29.99,0.0619,225.07
2026-07-24,NOVA-ACC-01,accessories,East,marketplace,4,29.99,0.0592,112.86
2026-07-24,NOVA-ACC-01,accessories,East,b2b,2,29.99,0.0978,54.11
2026-07-24,NOVA-ACC-01,accessories,West,online,6,29.99,0.0505,170.85
2026-07-24,NOVA-ACC-01,accessories,West,marketplace,3,29.99,0.052,85.29
2026-07-24,NOVA-ACC-01,accessories,West,b2b,2,29.99,0.0955,54.25
2026-07-24,NOVA-ACC-02,accessories,North,online,6,49.99,0.0634,280.92
2026-07-24,NOVA-ACC-02,accessories,North,marketplace,2,49.99,0.0545,94.53
2026-07-24,NOVA-ACC-02,accessories,North,b2b,1,49.99,0.1063,44.68
2026-07-24,NOVA-ACC-02,accessories,South,online,5,49.99,0.0623,234.38
2026-07-24,NOVA-ACC-02,accessories,South,marketplace,3,49.99,0.0637,140.42
