date,sku,dc_id,region,on_hand_units,allocated_units,available_units,fill_rate
2026-07-06,NOVA-MOB-01,DC-WEST,West,235,78,157,0.856
2026-07-06,NOVA-MOB-02,DC-NORTH,North,339,87,252,0.9506
2026-07-06,NOVA-MOB-02,DC-SOUTH,South,346,135,211,0.9079
2026-07-06,NOVA-MOB-02,DC-EAST,East,330,139,191,0.9316
2026-07-06,NOVA-MOB-02,DC-WEST,West,270,100,170,0.9233
2026-07-06,NOVA-CPT-01,DC-NORTH,North,171,61,110,0.881
2026-07-06,NOVA-CPT-01,DC-SOUTH,South,193,86,107,0.9295
2026-07-06,NOVA-CPT-01,DC-EAST,East,157,39,118,0.8543
2026-07-06,NOVA-CPT-01,DC-WEST,West,146,50,96,0.8852
2026-07-06,NOVA-CPT-02,DC-NORTH,North,182,53,129,0.8961
2026-07-06,NOVA-CPT-02,DC-SOUTH,South,225,65,160,0.9158
2026-07-06,NOVA-CPT-02,DC-EAST,East,189,49,140,0.8639
2026-07-06,NOVA-CPT-02,DC-WEST,West,220,91,129,0.8878
2026-07-06,NOVA-WBL-01,DC-NORTH,North,246,107,139,0.9028
2026-07-06,NOVA-WBL-01,DC-SOUTH,South,288,76,212,0.8796
2026-07-06,NOVA-WBL-01,DC-EAST,East,265,104,161,0.8532
2026-07-06,NOVA-WBL-01,DC-WEST,West,244,92,152,0.9135
2026-07-06,NOVA-WBL-02,DC-NORTH,North,387,159,228,0.905
2026-07-06,NOVA-WBL-02,DC-SOUTH,South,383,99,284,0.8877
2026-07-06,NOVA-WBL-02,DC-EAST,East,457,173,284,0.9342
2026-07-06,NOVA-WBL-02,DC-WEST,West,457,168,289,0.911
2026-07-06,NOVA-ACC-01,DC-NORTH,North,877,282,595,0.8958
2026-07-06,NOVA-ACC-01,DC-SOUTH,South,762,338,424,0.8857
2026-07-06,NOVA-ACC-01,DC-EAST,East,873,348,525,0.9467
2026-07-06,NOVA-ACC-01,DC-WEST,West,866,327,539,0.8483
2026-07-06,NOVA-ACC-02,DC-NORTH,North,575,179,396,0.8609
2026-07-06,NOVA-ACC-02,DC-SOUTH,South,556,246,310,0.8825
2026-07-06,NOVA-ACC-02,DC-EAST,East,642,256,386,0.8668
2026-07-06,NOVA-ACC-02,DC-WEST,West,540,198,342,0.921
2026-07-07,NOVA-AUD-01,DC-NORTH,North,355,105,250,0.8485
2026-07-07,NOVA-AUD-01,DC-SOUTH,South,402,170,232,0.9513
2026-07-07,NOVA-AUD-01,DC-EAST,East,419,135,284,0.9231
2026-07-07,NOVA-AUD-01,DC-WEST,West,349,113,236,0.8774
2026-07-07,NOVA-AUD-02,DC-NORTH,North,543,212,331,0.9334
2026-07-07,NOVA-AUD-02,DC-SOUTH,South,441,140,301,0.9396
2026-07-07,NOVA-AUD-02,DC-EAST,East,426,114,312,0.8714
2026-07-07,NOVA-AUD-02,DC-WEST,West,474,137,337,0.8839
2026-07-07,NOVA-MOB-01,DC-NORTH,North,238,96,142,0.9385
2026-07-07,NOVA-MOB-01,DC-SOUTH,South,231,91,140,0.9462
2026-07-07,NOVA-MOB-01,DC-EAST,East,230,73,157,0.8568
2026-07-07,NOVA-MOB-01,DC-WEST,West,281,120,161,0.8577
2026-07-07,NOVA-MOB-02,DC-NORTH,North,273,104,169,0.8724
2026-07-07,NOVA-MOB-02,DC-SOUTH,South,274,79,195,0.9524
2026-07-07,NOVA-MOB-02,DC-EAST,East,338,116,222,0.9203
2026-07-07,NOVA-MOB-02,DC-WEST,West,266,76,190,0.9487
2026-07-07,NOVA-CPT-01,DC-NORTH,North,190,75,115,0.886
2026-07-07,NOVA-CPT-01,DC-SOUTH,South,174,69,105,0.8624
2026-07-07,NOVA-CPT-01,DC-EAST,East,183,48,135,0.9018
2026-07-07,NOVA-CPT-01,DC-WEST,West,144,52,92,0.8693
2026-07-07,NOVA-CPT-02,DC-NORTH,North,224,78,146,0.9092
2026-07-07,NOVA-CPT-02,DC-SOUTH,South,191,56,135,0.851
2026-07-07,NOVA-CPT-02,DC-EAST,East,219,57,162,0.9018
2026-07-07,NOVA-CPT-02,DC-WEST,West,219,58,161,0.9156
2026-07-07,NOVA-WBL-01,DC-NORTH,North,285,127,158,0.8917
2026-07-07,NOVA-WBL-01,DC-SOUTH,South,316,89,227,0.9387
2026-07-07,NOVA-WBL-01,DC-EAST,East,307,108,199,0.9067
2026-07-07,NOVA-WBL-01,DC-WEST,West,272,118,154,0.9251
2026-07-07,NOVA-WBL-02,DC-NORTH,North,437,156,281,0.8747
2026-07-07,NOVA-WBL-02,DC-SOUTH,South,382,119,263,0.9537
2026-07-07,NOVA-WBL-02,DC-EAST,East,458,197,261,0.8915
2026-07-07,NOVA-WBL-02,DC-WEST,West,481,144,337,0.9478
2026-07-07,NOVA-ACC-01,DC-NORTH,North,771,279,492,0.8851
2026-07-07,NOVA-ACC-01,DC-SOUTH,South,779,349,430,0.8948
2026-07-07,NOVA-ACC-01,DC-EAST,East,806,333,473,0.893
2026-07-07,NOVA-ACC-01,DC-WEST,West,662,219,443,0.8995
2026-07-07,NOVA-ACC-02,DC-NORTH,North,484,148,336,0.8912
2026-07-07,NOVA-ACC-02,DC-SOUTH,South,521,226,295,0.9169
2026-07-07,NOVA-ACC-02,DC-EAST,East,633,225,408,0.9524
2026-07-07,NOVA-ACC-02,DC-WEST,West,597,181,416,0.8755
2026-07-08,NOVA-AUD-01,DC-NORTH,North,414,181,233,0.909
2026-07-08,NOVA-AUD-01,DC-SOUTH,South,413,142,271,0.9411
2026-07-08,NOVA-AUD-01,DC-EAST,East,401,165,236,0.944
2026-07-08,NOVA-AUD-01,DC-WEST,West,363,101,262,0.9355
2026-07-08,NOVA-AUD-02,DC-NORTH,North,438,188,250,0.8745
2026-07-08,NOVA-AUD-02,DC-SOUTH,South,502,129,373,0.8785
2026-07-08,NOVA-AUD-02,DC-EAST,East,473,172,301,0.9298
2026-07-08,NOVA-AUD-02,DC-WEST,West,536,222,314,0.8665
2026-07-08,NOVA-MOB-01,DC-NORTH,North,265,106,159,0.8823
2026-07-08,NOVA-MOB-01,DC-SOUTH,South,261,83,178,0.901
2026-07-08,NOVA-MOB-01,DC-EAST,East,245,86,159,0.9483
2026-07-08,NOVA-MOB-01,DC-WEST,West,234,95,139,0.9362
2026-07-08,NOVA-MOB-02,DC-NORTH,North,311,93,218,0.8828
2026-07-08,NOVA-MOB-02,DC-SOUTH,South,287,85,202,0.8951
2026-07-08,NOVA-MOB-02,DC-EAST,East,337,141,196,0.9164
2026-07-08,NOVA-MOB-02,DC-WEST,West,277,92,185,0.8695
2026-07-08,NOVA-CPT-01,DC-NORTH,North,160,54,106,0.9007
2026-07-08,NOVA-CPT-01,DC-SOUTH,South,146,63,83,0.8848
2026-07-08,NOVA-CPT-01,DC-EAST,East,184,67,117,0.8901
2026-07-08,NOVA-CPT-01,DC-WEST,West,147,57,90,0.879
2026-07-08,NOVA-CPT-02,DC-NORTH,North,205,66,139,0.9181
2026-07-08,NOVA-CPT-02,DC-SOUTH,South,237,62,175,0.9209
2026-07-08,NOVA-CPT-02,DC-EAST,East,228,89,139,0.8968
2026-07-08,NOVA-CPT-02,DC-WEST,West,181,46,135,0.8586
2026-07-08,NOVA-WBL-01,DC-NORTH,North,259,65,194,0.865
2026-07-08,NOVA-WBL-01,DC-SOUTH,South,293,121,172,0.8827
2026-07-08,NOVA-WBL-01,DC-EAST,East,308,113,195,0.8472
2026-07-08,NOVA-WBL-01,DC-WEST,West,315,111,204,0.9382
2026-07-08,NOVA-WBL-02,DC-NORTH,North,378,161,217,0.9094
2026-07-08,NOVA-WBL-02,DC-SOUTH,South,458,147,311,0.9103
2026-07-08,NOVA-WBL-02,DC-EAST,East,394,115,279,0.848
2026-07-08,NOVA-WBL-02,DC-WEST,West,449,160,289,0.9337
2026-07-08,NOVA-ACC-01,DC-NORTH,North,720,274,446,0.923
2026-07-08,NOVA-ACC-01,DC-SOUTH,South,745,299,446,0.9036
2026-07-08,NOVA-ACC-01,DC-EAST,East,769,241,528,0.9268
2026-07-08,NOVA-ACC-01,DC-WEST,West,756,268,488,0.86
2026-07-08,NOVA-ACC-02,DC-NORTH,North,585,239,346,0.9106
2026-07-08,NOVA-ACC-02,DC-SOUTH,South,590,222,368,0.9444
2026-07-08,NOVA-ACC-02,DC-EAST,East,573,197,376,0.9476
2026-07-08,NOVA-ACC-02,DC-WEST,West,515,209,306,0.8698
2026-07-09,NOVA-AUD-01,DC-NORTH,North,374,139,235,0.9389
2026-07-09,NOVA-AUD-01,DC-SOUTH,South,337,115,222,0.8918
2026-07-09,NOVA-AUD-01,DC-EAST,East,428,128,300,0.8671
2026-07-09,NOVA-AUD-01,DC-WEST,West,442,160,282,0.9197
2026-07-09,NOVA-AUD-02,DC-NORTH,North,424,134,290,0.9313
2026-07-09,NOVA-AUD-02,DC-SOUTH,South,432,192,240,0.9348
2026-07-09,NOVA-AUD-02,DC-EAST,East,446,184,262,0.948
2026-07-09,NOVA-AUD-02,DC-WEST,West,459,196,263,0.8706
2026-07-09,NOVA-MOB-01,DC-NORTH,North,220,88,132,0.9243
2026-07-09,NOVA-MOB-01,DC-SOUTH,South,287,99,188,0.8772
2026-07-09,NOVA-MOB-01,DC-EAST,East,285,110,175,0.8564
2026-07-09,NOVA-MOB-01,DC-WEST,West,288,92,196,0.9265
2026-07-09,NOVA-MOB-02,DC-NORTH,North,263,73,190,0.9426
2026-07-09,NOVA-MOB-02,DC-SOUTH,South,338,87,251,0.8818
2026-07-09,NOVA-MOB-02,DC-EAST,East,309,97,212,0.94
2026-07-09,NOVA-MOB-02,DC-WEST,West,297,127,170,0.8685
2026-07-09,NOVA-CPT-01,DC-NORTH,North,147,49,98,0.9493
2026-07-09,NOVA-CPT-01,DC-SOUTH,South,169,66,103,0.945
2026-07-09,NOVA-CPT-01,DC-EAST,East,166,58,108,0.9052
2026-07-09,NOVA-CPT-01,DC-WEST,West,163,72,91,0.8862
2026-07-09,NOVA-CPT-02,DC-NORTH,North,196,49,147,0.9213
2026-07-09,NOVA-CPT-02,DC-SOUTH,South,184,61,123,0.9405
2026-07-09,NOVA-CPT-02,DC-EAST,East,189,53,136,0.8705
2026-07-09,NOVA-CPT-02,DC-WEST,West,197,52,145,0.901
2026-07-09,NOVA-WBL-01,DC-NORTH,North,245,88,157,0.9335
2026-07-09,NOVA-WBL-01,DC-SOUTH,South,274,82,192,0.9054
2026-07-09,NOVA-WBL-01,DC-EAST,East,244,85,159,0.9395
2026-07-09,NOVA-WBL-01,DC-WEST,West,276,104,172,0.9491
2026-07-09,NOVA-WBL-02,DC-NORTH,North,456,194,262,0.9297
2026-07-09,NOVA-WBL-02,DC-SOUTH,South,451,165,286,0.9028
2026-07-09,NOVA-WBL-02,DC-EAST,East,450,162,288,0.8611
2026-07-09,NOVA-WBL-02,DC-WEST,West,409,120,289,0.8687
2026-07-09,NOVA-ACC-01,DC-NORTH,North,792,266,526,0.8861
2026-07-09,NOVA-ACC-01,DC-SOUTH,South,824,293,531,0.9208
2026-07-09,NOVA-ACC-01,DC-EAST,East,776,292,484,0.928
2026-07-09,NOVA-ACC-01,DC-WEST,West,727,222,505,0.9502
2026-07-09,NOVA-ACC-02,DC-NORTH,North,616,189,427,0.8958
2026-07-09,NOVA-ACC-02,DC-SOUTH,South,528,205,323,0.9316
2026-07-09,NOVA-ACC-02,DC-EAST,East,507,153,354,0.9188
2026-07-09,NOVA-ACC-02,DC-WEST,West,552,239,313,0.8594
2026-07-10,NOVA-AUD-01,DC-NORTH,North,414,171,243,0.9043
2026-07-10,NOVA-AUD-01,DC-SOUTH,South,385,106,279,0.8665
2026-07-10,NOVA-AUD-01,DC-EAST,East,385,104,281,0.8617
2026-07-10,NOVA-AUD-01,DC-WEST,West,345,110,235,0.9472
2026-07-10,NOVA-AUD-02,DC-NORTH,North,528,219,309,0.8934
2026-07-10,NOVA-AUD-02,DC-SOUTH,South,503,185,318,0.8948
2026-07-10,NOVA-AUD-02,DC-EAST,East,519,131,388,0.9192
2026-07-10,NOVA-AUD-02,DC-WEST,West,453,176,277,0.9451
2026-07-10,NOVA-MOB-01,DC-NORTH,North,255,109,146,0.855
2026-07-10,NOVA-MOB-01,DC-SOUTH,South,244,70,174,0.8723
2026-07-10,NOVA-MOB-01,DC-EAST,East,256,109,147,0.9506
2026-07-10,NOVA-MOB-01,DC-WEST,West,244,67,177,0.9006
2026-07-10,NOVA-MOB-02,DC-NORTH,North,303,121,182,0.9478
2026-07-10,NOVA-MOB-02,DC-SOUTH,South,328,114,214,0.85
2026-07-10,NOVA-MOB-02,DC-EAST,East,263,73,190,0.933
2026-07-10,NOVA-MOB-02,DC-WEST,West,352,143,209,0.9105
2026-07-10,NOVA-CPT-01,DC-NORTH,North,167,64,103,0.902
2026-07-10,NOVA-CPT-01,DC-SOUTH,South,165,64,101,0.8535
2026-07-10,NOVA-CPT-01,DC-EAST,East,171,67,104,0.9447
2026-07-10,NOVA-CPT-01,DC-WEST,West,191,73,118,0.9078
2026-07-10,NOVA-CPT-02,DC-NORTH,North,230,83,147,0.8662
2026-07-10,NOVA-CPT-02,DC-SOUTH,South,236,90,146,0.867
2026-07-10,NOVA-CPT-02,DC-EAST,East,218,55,163,0.93
2026-07-10,NOVA-CPT-02,DC-WEST,West,232,80,152,0.9021
2026-07-10,NOVA-WBL-01,DC-NORTH,North,241,101,140,0.8986
2026-07-10,NOVA-WBL-01,DC-SOUTH,South,295,105,190,0.9107
2026-07-10,NOVA-WBL-01,DC-EAST,East,253,64,189,0.9172
2026-07-10,NOVA-WBL-01,DC-WEST,West,299,105,194,0.8713
2026-07-10,NOVA-WBL-02,DC-NORTH,North,479,143,336,0.8536
2026-07-10,NOVA-WBL-02,DC-SOUTH,South,358,154,204,0.8664
2026-07-10,NOVA-WBL-02,DC-EAST,East,467,142,325,0.9008
2026-07-10,NOVA-WBL-02,DC-WEST,West,381,141,240,0.9313
2026-07-10,NOVA-ACC-01,DC-NORTH,North,689,305,384,0.8869
2026-07-10,NOVA-ACC-01,DC-SOUTH,South,833,288,545,0.9405
2026-07-10,NOVA-ACC-01,DC-EAST,East,868,288,580,0.9416
2026-07-10,NOVA-ACC-01,DC-WEST,West,822,343,479,0.8616
2026-07-10,NOVA-ACC-02,DC-NORTH,North,584,231,353,0.8484
2026-07-10,NOVA-ACC-02,DC-SOUTH,South,527,172,355,0.9256
2026-07-10,NOVA-ACC-02,DC-EAST,East,621,258,363,0.8771
2026-07-10,NOVA-ACC-02,DC-WEST,West,622,260,362,0.935
2026-07-11,NOVA-AUD-01,DC-NORTH,North,421,180,241,0.9084
2026-07-11,NOVA-AUD-01,DC-SOUTH,South,364,111,253,0.8468
2026-07-11,NOVA-AUD-01,DC-EAST,East,348,156,192,0.9254
2026-07-11,NOVA-AUD-01,DC-WEST,West,359,147,212,0.8699
2026-07-11,NOVA-AUD-02,DC-NORTH,North,483,214,269,0.9506
2026-07-11,NOVA-AUD-02,DC-SOUTH,South,543,228,315,0.8767
2026-07-11,NOVA-AUD-02,DC-EAST,East,515,196,319,0.8525
2026-07-11,NOVA-AUD-02,DC-WEST,West,434,187,247,0.8958
2026-07-11,NOVA-MOB-01,DC-NORTH,North,283,108,175,0.9116
2026-07-11,NOVA-MOB-01,DC-SOUTH,South,254,107,147,0.9353
2026-07-11,NOVA-MOB-01,DC-EAST,East,273,111,162,0.8895
2026-07-11,NOVA-MOB-01,DC-WEST,West,272,85,187,0.8701
2026-07-11,NOVA-MOB-02,DC-NORTH,North,325,103,222,0.9138
2026-07-11,NOVA-MOB-02,DC-SOUTH,South,290,127,163,0.865
2026-07-11,NOVA-MOB-02,DC-EAST,East,275,95,180,0.8553
2026-07-11,NOVA-MOB-02,DC-WEST,West,340,139,201,0.9194
2026-07-11,NOVA-CPT-01,DC-NORTH,North,174,45,129,0.8875
2026-07-11,NOVA-CPT-01,DC-SOUTH,South,151,43,108,0.8751
2026-07-11,NOVA-CPT-01,DC-EAST,East,175,51,124,0.9152
2026-07-11,NOVA-CPT-01,DC-WEST,West,193,51,142,0.9304
2026-07-11,NOVA-CPT-02,DC-NORTH,North,224,64,160,0.9037
2026-07-11,NOVA-CPT-02,DC-SOUTH,South,234,61,173,0.904
2026-07-11,NOVA-CPT-02,DC-EAST,East,179,69,110,0.876
2026-07-11,NOVA-CPT-02,DC-WEST,West,241,87,154,0.8709
2026-07-11,NOVA-WBL-01,DC-NORTH,North,318,102,216,0.8856
2026-07-11,NOVA-WBL-01,DC-SOUTH,South,274,100,174,0.8649
2026-07-11,NOVA-WBL-01,DC-EAST,East,321,129,192,0.8501
2026-07-11,NOVA-WBL-01,DC-WEST,West,297,105,192,0.9171
2026-07-11,NOVA-WBL-02,DC-NORTH,North,457,141,316,0.9196
2026-07-11,NOVA-WBL-02,DC-SOUTH,South,447,122,325,0.8503
2026-07-11,NOVA-WBL-02,DC-EAST,East,405,109,296,0.9013
2026-07-11,NOVA-WBL-02,DC-WEST,West,397,163,234,0.8519
2026-07-11,NOVA-ACC-01,DC-NORTH,North,682,196,486,0.8735
2026-07-11,NOVA-ACC-01,DC-SOUTH,South,841,358,483,0.8756
2026-07-11,NOVA-ACC-01,DC-EAST,East,677,282,395,0.9506
2026-07-11,NOVA-ACC-01,DC-WEST,West,683,189,494,0.8644
2026-07-11,NOVA-ACC-02,DC-NORTH,North,494,189,305,0.9398
2026-07-11,NOVA-ACC-02,DC-SOUTH,South,601,219,382,0.8527
2026-07-11,NOVA-ACC-02,DC-EAST,East,480,143,337,0.867
2026-07-11,NOVA-ACC-02,DC-WEST,West,600,236,364,0.9274
2026-07-12,NOVA-AUD-01,DC-NORTH,North,347,126,221,0.9149
2026-07-12,NOVA-AUD-01,DC-SOUTH,South,349,137,212,0.88
2026-07-12,NOVA-AUD-01,DC-EAST,East,437,153,284,0.859
2026-07-12,NOVA-AUD-01,DC-WEST,West,448,156,292,0.8802
2026-07-12,NOVA-AUD-02,DC-NORTH,North,441,119,322,0.875
2026-07-12,NOVA-AUD-02,DC-SOUTH,South,554,206,348,0.8884
2026-07-12,NOVA-AUD-02,DC-EAST,East,430,166,264,0.8551
2026-07-12,NOVA-AUD-02,DC-WEST,West,537,196,341,0.8702
2026-07-12,NOVA-MOB-01,DC-NORTH,North,224,60,164,0.8815
2026-07-12,NOVA-MOB-01,DC-SOUTH,South,250,94,156,0.954
2026-07-12,NOVA-MOB-01,DC-EAST,East,273,112,161,0.9384
2026-07-12,NOVA-MOB-01,DC-WEST,West,264,70,194,0.8777
2026-07-12,NOVA-MOB-02,DC-NORTH,North,322,96,226,0.881
2026-07-12,NOVA-MOB-02,DC-SOUTH,South,272,103,169,0.9159
2026-07-12,NOVA-MOB-02,DC-EAST,East,325,89,236,0.9387
2026-07-12,NOVA-MOB-02,DC-WEST,West,305,113,192,0.904
2026-07-12,NOVA-CPT-01,DC-NORTH,North,147,48,99,0.8483
2026-07-12,NOVA-CPT-01,DC-SOUTH,South,148,61,87,0.9267
2026-07-12,NOVA-CPT-01,DC-EAST,East,185,50,135,0.8836
2026-07-12,NOVA-CPT-01,DC-WEST,West,183,53,130,0.8583
2026-07-12,NOVA-CPT-02,DC-NORTH,North,205,69,136,0.8516
2026-07-12,NOVA-CPT-02,DC-SOUTH,South,220,59,161,0.9458
2026-07-12,NOVA-CPT-02,DC-EAST,East,237,104,133,0.9188
2026-07-12,NOVA-CPT-02,DC-WEST,West,235,85,150,0.8608
2026-07-12,NOVA-WBL-01,DC-NORTH,North,240,72,168,0.8836
2026-07-12,NOVA-WBL-01,DC-SOUTH,South,317,120,197,0.8492
2026-07-12,NOVA-WBL-01,DC-EAST,East,240,86,154,0.9142
2026-07-12,NOVA-WBL-01,DC-WEST,West,297,85,212,0.9288
2026-07-12,NOVA-WBL-02,DC-NORTH,North,375,145,230,0.9068
2026-07-12,NOVA-WBL-02,DC-SOUTH,South,382,130,252,0.8863
2026-07-12,NOVA-WBL-02,DC-EAST,East,437,170,267,0.8515
2026-07-12,NOVA-WBL-02,DC-WEST,West,482,150,332,0.8839
2026-07-12,NOVA-ACC-01,DC-NORTH,North,813,278,535,0.9234
2026-07-12,NOVA-ACC-01,DC-SOUTH,South,857,287,570,0.9482
2026-07-12,NOVA-ACC-01,DC-EAST,East,671,299,372,0.8961
2026-07-12,NOVA-ACC-01,DC-WEST,West,841,359,482,0.8796
2026-07-12,NOVA-ACC-02,DC-NORTH,North,521,132,389,0.8707
2026-07-12,NOVA-ACC-02,DC-SOUTH,South,534,195,339,0.8601
2026-07-12,NOVA-ACC-02,DC-EAST,East,610,182,428,0.9267
2026-07-12,NOVA-ACC-02,DC-WEST,West,527,198,329,0.8951
2026-07-13,NOVA-AUD-01,DC-NORTH,North,338,129,209,0.8478
2026-07-13,NOVA-AUD-01,DC-SOUTH,South,398,168,230,0.901
2026-07-13,NOVA-AUD-01,DC-EAST,East,446,186,260,0.9354
2026-07-13,NOVA-AUD-01,DC-WEST,West,400,175,225,0.9351
2026-07-13,NOVA-AUD-02,DC-NORTH,North,521,229,292,0.8607
2026-07-13,NOVA-AUD-02,DC-SOUTH,South,518,185,333,0.8832
2026-07-13,NOVA-AUD-02,DC-EAST,East,423,106,317,0.8896
2026-07-13,NOVA-AUD-02,DC-WEST,West,430,181,249,0.9308
2026-07-13,NOVA-MOB-01,DC-NORTH,North,253,76,177,0.9201
2026-07-13,NOVA-MOB-01,DC-SOUTH,South,221,90,131,0.9268
2026-07-13,NOVA-MOB-01,DC-EAST,East,224,71,153,0.9044
2026-07-13,NOVA-MOB-01,DC-WEST,West,253,94,159,0.8479
2026-07-13,NOVA-MOB-02,DC-NORTH,North,263,83,180,0.9156
2026-07-13,NOVA-MOB-02,DC-SOUTH,South,318,91,227,0.8934
2026-07-13,NOVA-MOB-02,DC-EAST,East,267,114,153,0.9514
2026-07-13,NOVA-MOB-02,DC-WEST,West,293,116,177,0.8785
2026-07-13,NOVA-CPT-01,DC-NORTH,North,181,69,112,0.9371
2026-07-13,NOVA-CPT-01,DC-SOUTH,South,150,41,109,0.8892
2026-07-13,NOVA-CPT-01,DC-EAST,East,168,52,116,0.8723
2026-07-13,NOVA-CPT-01,DC-WEST,West,156,70,86,0.8703
2026-07-13,NOVA-CPT-02,DC-NORTH,North,212,87,125,0.8483
2026-07-13,NOVA-CPT-02,DC-SOUTH,South,218,72,146,0.895
2026-07-13,NOVA-CPT-02,DC-EAST,East,210,60,150,0.8587
2026-07-13,NOVA-CPT-02,DC-WEST,West,240,68,172,0.929
2026-07-13,NOVA-WBL-01,DC-NORTH,North,242,76,166,0.8625
2026-07-13,NOVA-WBL-01,DC-SOUTH,South,291,96,195,0.8825
2026-07-13,NOVA-WBL-01,DC-EAST,East,281,125,156,0.8739
2026-07-13,NOVA-WBL-01,DC-WEST,West,242,86,156,0.8847
2026-07-13,NOVA-WBL-02,DC-NORTH,North,401,149,252,0.8854
2026-07-13,NOVA-WBL-02,DC-SOUTH,South,430,147,283,0.8738
2026-07-13,NOVA-WBL-02,DC-EAST,East,387,143,244,0.8833
2026-07-13,NOVA-WBL-02,DC-WEST,West,361,161,200,0.878
2026-07-13,NOVA-ACC-01,DC-NORTH,North,817,313,504,0.9177
2026-07-13,NOVA-ACC-01,DC-SOUTH,South,854,333,521,0.9216
2026-07-13,NOVA-ACC-01,DC-EAST,East,823,336,487,0.9275
2026-07-13,NOVA-ACC-01,DC-WEST,West,658,213,445,0.8806
2026-07-13,NOVA-ACC-02,DC-NORTH,North,521,193,328,0.8657
2026-07-13,NOVA-ACC-02,DC-SOUTH,South,564,149,415,0.8566
2026-07-13,NOVA-ACC-02,DC-EAST,East,552,214,338,0.9382
2026-07-13,NOVA-ACC-02,DC-WEST,West,632,231,401,0.9436
2026-07-14,NOVA-AUD-01,DC-NORTH,North,440,126,314,0.9015
2026-07-14,NOVA-AUD-01,DC-SOUTH,South,349,131,218,0.8822
2026-07-14,NOVA-AUD-01,DC-EAST,East,392,133,259,0.9403
2026-07-14,NOVA-AUD-01,DC-WEST,West,351,154,197,0.944
2026-07-14,NOVA-AUD-02,DC-NORTH,North,547,227,320,0.8903
2026-07-14,NOVA-AUD-02,DC-SOUTH,South,448,188,260,0.9124
2026-07-14,NOVA-AUD-02,DC-EAST,East,463,175,288,0.8485
2026-07-14,NOVA-AUD-02,DC-WEST,West,558,236,322,0.951
2026-07-14,NOVA-MOB-01,DC-NORTH,North,254,97,157,0.9227
2026-07-14,NOVA-MOB-01,DC-SOUTH,South,219,73,146,0.905
2026-07-14,NOVA-MOB-01,DC-EAST,East,277,97,180,0.9452
2026-07-14,NOVA-MOB-01,DC-WEST,West,215,84,131,0.8823
2026-07-14,NOVA-MOB-02,DC-NORTH,North,339,136,203,0.8836
2026-07-14,NOVA-MOB-02,DC-SOUTH,South,276,75,201,0.9443
2026-07-14,NOVA-MOB-02,DC-EAST,East,316,134,182,0.8872
2026-07-14,NOVA-MOB-02,DC-WEST,West,284,76,208,0.855
2026-07-14,NOVA-CPT-01,DC-NORTH,North,192,62,130,0.9355
2026-07-14,NOVA-CPT-01,DC-SOUTH,South,185,60,125,0.9422
2026-07-14,NOVA-CPT-01,DC-EAST,East,164,48,116,0.8512
2026-07-14,NOVA-CPT-01,DC-WEST,West,177,73,104,0.9338
2026-07-14,NOVA-CPT-02,DC-NORTH,North,191,69,122,0.9402
2026-07-14,NOVA-CPT-02,DC-SOUTH,South,183,60,123,0.8779
2026-07-14,NOVA-CPT-02,DC-EAST,East,207,88,119,0.8854
2026-07-14,NOVA-CPT-02,DC-WEST,West,240,75,165,0.8896
2026-07-14,NOVA-WBL-01,DC-NORTH,North,262,70,192,0.9466
2026-07-14,NOVA-WBL-01,DC-SOUTH,South,319,137,182,0.9537
2026-07-14,NOVA-WBL-01,DC-EAST,East,266,117,149,0.8617
2026-07-14,NOVA-WBL-01,DC-WEST,West,280,110,170,0.9361
2026-07-14,NOVA-WBL-02,DC-NORTH,North,405,113,292,0.9275
2026-07-14,NOVA-WBL-02,DC-SOUTH,South,466,140,326,0.857
2026-07-14,NOVA-WBL-02,DC-EAST,East,406,167,239,0.9418
2026-07-14,NOVA-WBL-02,DC-WEST,West,472,152,320,0.9202
2026-07-14,NOVA-ACC-01,DC-NORTH,North,828,356,472,0.8894
2026-07-14,NOVA-ACC-01,DC-SOUTH,South,657,192,465,0.8873
2026-07-14,NOVA-ACC-01,DC-EAST,East,733,240,493,0.8943
2026-07-14,NOVA-ACC-01,DC-WEST,West,673,225,448,0.9349
2026-07-14,NOVA-ACC-02,DC-NORTH,North,553,181,372,0.8704
2026-07-14,NOVA-ACC-02,DC-SOUTH,South,624,178,446,0.9423
2026-07-14,NOVA-ACC-02,DC-EAST,East,583,254,329,0.8705
2026-07-14,NOVA-ACC-02,DC-WEST,West,523,175,348,0.9451
2026-07-15,NOVA-AUD-01,DC-NORTH,North,392,122,270,0.8832
2026-07-15,NOVA-AUD-01,DC-SOUTH,South,355,126,229,0.9539
2026-07-15,NOVA-AUD-01,DC-EAST,East,403,123,280,0.8943
2026-07-15,NOVA-AUD-01,DC-WEST,West,367,128,239,0.8693
2026-07-15,NOVA-AUD-02,DC-NORTH,North,519,172,347,0.9476
2026-07-15,NOVA-AUD-02,DC-SOUTH,South,433,191,242,0.9485
2026-07-15,NOVA-AUD-02,DC-EAST,East,555,191,364,0.9294
2026-07-15,NOVA-AUD-02,DC-WEST,West,423,123,300,0.9266
2026-07-15,NOVA-MOB-01,DC-NORTH,North,239,69,170,0.9465
2026-07-15,NOVA-MOB-01,DC-SOUTH,South,277,112,165,0.8568
2026-07-15,NOVA-MOB-01,DC-EAST,East,265,109,156,0.9177
2026-07-15,NOVA-MOB-01,DC-WEST,West,283,105,178,0.9417
